Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous
the mountain cave.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the mountain forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the mountain goat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the mountain golf.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the mountain ice.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the mountain lake.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the mountain lion.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the mountain meadow.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the mountain road.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,4
the mountain stream.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the mountain sunset.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the mountain woman.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the mouse church.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the mouse field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the mouse pet.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,2
the mouth alligator.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the mouth boy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the mouth pig.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the nail coffin.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,3
the nail gun.,Makes Sense,1,4,Nonsense,0,2,Makes Sense,1,1
the nail thumb.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the nail toe.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the neck bottle.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the neck giraffe.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the neck jaw.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,2
the necklace gold.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the necklace pearl.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the newspaper boy.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the newspaper photograph.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the newspaper sister.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the nose chocolate.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the nose cucumber.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the nose snow.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,1
the nurse prison.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the nurse school.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the nut bag.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the nut banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the nut car.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the nut gun.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1
the nut house.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,2
the nut milk.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the nut pine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the nut tree.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the ocean bed.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the ocean summer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the ocean surf.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the ocean water.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the onion bag.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the onion bulb.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the onion soup.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the orange arrow.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the orange ball.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the orange cage.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the orange cake.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the orange cat.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,2
the orange flame.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the orange juice.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,4
the orange tent.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,2
the orange tree.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the orchestra school.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the oven dish.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the oven door.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the oven home.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the oven kitchen.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3
the oven shelf.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the owl pet.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the painting guy.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the palace window.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the pants bike.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the pants boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the pants clown.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the pants hospital.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the pants knee.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,2
the pants leg.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the pants rain.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the parrot cage.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the pea dwarf.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the pea plant.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the pea soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the peach juice.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the peach pie.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the peach raspberry.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,2
the peach tree.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the peacock chair.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the pearl necklace.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pen bull.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the pen chicken.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the pen fountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the pen knife.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the pen pig.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the pen sheep.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the pendulum clock.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the penguin meat.,Nonsense,0,1,Makes Sense,1,2,Makes Sense,1,1
the pepper bell.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,4
the pepper lemon.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the pet bird.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pet cat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pet chicken.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the pet dog.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,2
the pet duck.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the pet goat.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the pet house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the pet kitten.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the pet mouse.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the pet owl.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the pet pig.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pet puppy.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the pet rat.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2
the pet rock.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the pet snake.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the phone book.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the phone car.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the phone field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the phone house.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the phone jail.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the phone radio.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the phone shoe.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the phone street.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the phone truck.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the photograph library.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,3
the photograph newspaper.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,3
the piano bench.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the piano lid.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pickle juice.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2
the picture baby.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the picture beach.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the picture book.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4
the picture cloud.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the picture dog.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the picture dollar.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the picture garden.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the picture guy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the picture leaf.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the picture menu.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the pie banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the pie honey.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the pie moon.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the pie plum.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4
the pie potato.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the pie salmon.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the pie steak.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the pig farmer.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,3
the pig gold.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the pig meat.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pig mouth.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the pig pen.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,4
the pig pet.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1
the pig skin.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the pigeon rock.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the pill bottle.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the pill gun.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the pill sugar.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the pill water.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3
the pine forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pine nut.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pine tree.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pipe bomb.,Makes Sense,1,1,Makes Sense,1,1,Makes Sense,1,4
the pipe book.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the pipe house.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the pipe pot.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the pipe smoke.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the pipe water.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,4
the plant car.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the plant garden.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3
the plant house.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2
the plant lemon.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,1
the plant magazine.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the plant mother.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the plant pea.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the plant radio.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the plant strawberry.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the plant tomato.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the plum pie.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the police bomb.,Makes Sense,1,1,Makes Sense,1,2,Makes Sense,1,2
the police car.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the police clothes.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the police dog.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,4
the police horse.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the police radio.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the police river.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,2
the police sailor.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the police school.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the police tape.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the police telephone.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the police truck.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the police van.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the police vehicle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the pond building.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the pool boy.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the pool garden.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the pool hotel.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3
the pool house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pool sun.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the pool volcano.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the pool water.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the pot chicken.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the pot flower.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,3
the pot honey.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the pot pie.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the pot soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the pot winter.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the potato pie.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the potato salad.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the potato soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the prince blood.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1
the prison building.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4
the prison clothes.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the prison door.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the prison garden.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the prison house.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1
the prison island.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the prison nurse.,Nonsense,0,3,Nonsense,0,2,Makes Sense,1,2
the prison radio.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the prison van.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the pup bull.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the puppy book.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the puppy dog.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the puppy infant.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the queen ant.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the queen bee.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the queen tennis.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the rabbit baby.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the rabbit house.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the radio army.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the radio car.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the radio fire.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the radio guy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the radio ham.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,1
the radio home.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,2
the radio log.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2
the radio magazine.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the radio plant.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the radio police.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the radio prison.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1
the radio rock.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the radio school.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the radio tower.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the radio vehicle.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the railroad bridge.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the railroad building.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the railroad car.,Makes Sense,1,4,Makes Sense,1,2,Makes Sense,1,3
the railroad field.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the rain cloud.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rain forest.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rain jacket.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rain pants.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the rain sheet.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the rain summer.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the rain water.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the rain winter.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the rainbow flag.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the rainbow mother.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the rainbow trout.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rat face.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the rat gym.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the rat kangaroo.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0
the rat pet.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,3
the rat river.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the refrigerator bulb.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the refrigerator door.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4
the refrigerator home.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the refrigerator hospital.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,1
the restaurant kitchen.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rib cage.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rib chicken.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,1
the river bed.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the river dolphin.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the river lake.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the river raft.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the river rat.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the river sand.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the river trout.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the river valley.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the river water.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the roach water.,Nonsense,0,1,Nonsense,0,1,Nonsense,0,1
the road beach.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1
the road bed.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the road brick.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the road forest.,Makes Sense,1,2,Nonsense,0,3,Makes Sense,1,2
the road gold.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the road home.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the road jail.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the road mountain.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,3
the road shoe.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the road truck.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the road vehicle.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the rock candy.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the rock flour.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,0
the rock pet.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the rock pigeon.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the rock salmon.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the rock sheet.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the rock star.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the rocket engine.,Makes Sense,1,4,Nonsense,0,3,Makes Sense,1,4
the rocket guy.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,0
the rocket ship.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rocket ski.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the rocket sky.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the rocket water.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the rope axe.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,1
the rope bridge.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rose garden.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the rose sun.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,1
the sailor boy.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,3
the sailor police.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the salad chicken.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the salad corn.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the salad cranberry.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the salad cucumber.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the salad dish.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the salad flower.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the salad island.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,0
the salad macaroni.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the salad tomato.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the salmon beef.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1
the salmon dish.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the salmon rock.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the sand beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sand island.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,3
the school bag.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the school ballet.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the school bomb.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1
the school book.,Makes Sense,1,4,Makes Sense,1,4,Makes Sense,1,4
the school building.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the school church.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the school clothes.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the school clown.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the school cop.,Nonsense,0,4,Makes Sense,1,3,Nonsense,0,2
the school field.,Makes Sense,1,3,Nonsense,0,2,Makes Sense,1,3
the school gym.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the school holiday.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the school home.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the school house.,Makes Sense,1,1,Makes Sense,1,3,Makes Sense,1,3
the school judge.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the school library.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the school newspaper.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the school nurse.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the school orchestra.,Makes Sense,1,3,Makes Sense,1,4,Makes Sense,1,4
the school police.,Nonsense,0,2,Nonsense,0,2,Makes Sense,1,3
the school radio.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the school sword.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the scissors nail.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,3
the screen alcohol.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the screen boot.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the screen cap.,Makes Sense,1,4,Makes Sense,1,2,Nonsense,0,2
the screen door.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the screen smoke.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2
the screen sun.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the screen window.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the sea bird.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the sea cucumber.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,4
the sea lion.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sea water.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sea winter.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
