Stimuli,GPT Temp 0,GPT Temp .5,GPT Temp 1,GPT Continuous Temp 0,GPT Continuous Temp .5,GPT Continuous Temp 1,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum
the star vehicle., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.48,1.38,29,0,0,0,-0.03,11,10631,4.03,952,383,1335,2.98,2.58,5.56
the key book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.36,1.52,28,0,0,0,0.15,7,4847,3.69,1281,4932,6213,3.11,3.69,6.8
the building summer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.57,1.07,28,0,0,0,0.16,14,486,2.69,2854,2165,5019,3.46,3.34,6.79
the baby crocodile., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.27,27,0,0,0,0.1,13,1934,3.29,3281,70,3351,3.52,1.85,5.36
the home pet., Makes Sense, Makes Sense, Nonsense,3,3,3,-1,2.48,1.45,29,0,0,0,0.25,7,20623,4.31,8831,242,9073,3.95,2.38,6.33
the truck body., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.11,1.31,28,0,0,0,0.04,9,30573,4.49,444,5243,5687,2.65,3.72,6.37
the pipe house., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.24,1.35,29,0,0,0,0.15,9,233,2.37,402,8601,9003,2.6,3.93,6.54
the tennis shoe., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.38,28,0,0,0,0.21,10,67271,4.83,398,253,651,2.6,2.4,5
the chocolate log., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.14,1.43,28,0,0,0,0.05,12,837,2.92,232,134,366,2.37,2.13,4.49
the dog bed., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.62,0.78,29,0,0,0,0.1,6,66280,4.82,1285,4376,5661,3.11,3.64,6.75
the cave mountain., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.79,1.29,28,0.01,0.045,0.03,0.23,12,122,2.09,491,829,1320,2.69,2.92,5.61
the church library., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.18,1.49,28,0,0,0,0.05,13,11067,4.04,2844,942,3786,3.45,2.97,6.43
the pool volcano., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.64,1.06,28,0,0,0,0.28,11,0,0,620,62,682,2.79,1.79,4.58
the moon pie., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.18,1.85,28,0,0,0,0,7,3485,3.54,951,225,1176,2.98,2.35,5.33
the rain forest., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.01,0,0,0.41,10,415780,5.62,1279,1219,2498,3.11,3.09,6.19
the plant banana., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.86,1.38,28,0,0,0,0.14,11,393,2.6,1302,74,1376,3.11,1.87,4.98
the child mother., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.34,1.4,29,0,0.03,0.02,0.23,11,1969,3.29,7645,7356,15001,3.88,3.87,7.75
the house telephone., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.64,0.95,28,0,0,0,0.07,14,3394,3.53,8601,1810,10411,3.93,3.26,7.19
the pie banana., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.14,1.08,28,0,0,0,0.37,9,192,2.29,225,74,299,2.35,1.87,4.22
the meat deer., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.71,0.81,28,0,0,0,0.35,8,45,1.66,1280,210,1490,3.11,2.32,5.43
the flea dog., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.26,1.13,27,0.01,0.346,0.18,0.46,7,443,2.65,30,1285,1315,1.48,3.11,4.59
the tree pine., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.24,28,0.01,0.014,0.01,0.68,8,522,2.72,1293,217,1510,3.11,2.34,5.45
the pool house., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0,0,0,0.17,9,32246,4.51,620,8601,9221,2.79,3.93,6.73
the spa tub., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.46,0.84,28,0,,0,0.01,6,44010,4.64,31,141,172,1.49,2.15,3.64
the pet rock., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.21,1.29,28,0,0,0,0.02,7,13200,4.12,242,1426,1668,2.38,3.15,5.54
the cheese goat.,Makes Sense,Makes Sense,Makes Sense,2,2,2,-1,1.32,1.22,28,0,0,0,0.34,10,735,2.87,497,209,706,2.7,2.32,5.02
the chair peacock., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.11,0.31,28,0,0,0,0.24,12,87,1.94,1876,52,1928,3.27,1.72,4.99
the corn flour., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.28,1.33,29,0,0,0,0.55,9,28636,4.46,445,462,907,2.65,2.66,5.31
the sheet circle., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.31,0.66,29,0,0,0,0.08,11,75,1.88,616,861,1477,2.79,2.94,5.72
the cloud smoke., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.43,1.4,28,0,0,0,0.19,10,108,2.04,560,1050,1610,2.75,3.02,5.77
the rib cage., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.89,0.57,28,,0.068,0.07,0.31,7,95018,4.98,44,225,269,1.64,2.35,4
the field water., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2,1.47,28,0,0,0,0.05,10,6046,3.78,2327,7749,10076,3.37,3.89,7.26
the snow tree., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.43,1.29,28,0,0,0,0.11,8,1098,3.04,1055,1293,2348,3.02,3.11,6.13
the door cat., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.93,1.14,27,0,0,0,0.22,7,909,2.96,5891,739,6630,3.77,2.87,6.64
the surgeon hospital., Makes Sense, Makes Sense, Makes Sense,4,4,4,-1,2.04,1.45,28,0.03,0.016,0.02,0.7,15,150,2.18,146,1884,2030,2.16,3.28,5.44
the snow nose., Nonsense, Nonsense, Makes Sense,2,2,2,1,0.69,1.14,29,0,0,0,0.19,8,497,2.7,1055,1307,2362,3.02,3.12,6.14
the ski jacket., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,28,0,0,0,0.3,9,36226,4.56,110,617,727,2.04,2.79,4.83
the bike cop., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.38,1.15,29,0,0,0,0.14,7,2386,3.38,153,155,308,2.18,2.19,4.38
the picture book., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0.07,0,0.04,0.09,11,244251,5.39,1905,4932,6837,3.28,3.69,6.97
the apple butter., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.82,1.66,28,0,0,0,0.34,11,27237,4.44,315,490,805,2.5,2.69,5.19
the building railroad., Nonsense, Makes Sense, Nonsense,3,3,3,-1,1,1.25,28,0,0,0,0.25,16,700,2.85,2854,117,2971,3.46,2.07,5.52
the moose gun., Nonsense, Nonsense, Makes Sense,2,2,2,1,1.39,1.31,28,,0,0,0.16,8,75,1.88,14,1138,1152,1.15,3.06,4.2
the vehicle police., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.39,1.2,28,0,0,0,0.13,13,523,2.72,383,3770,4153,2.58,3.58,6.16
the horse milk., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.57,1.62,28,0,0,0,0.02,9,1409,3.15,1518,1868,3386,3.18,3.27,6.45
the home brick., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,0.97,0.94,29,0,0,0,0.17,9,465,2.67,8831,498,9329,3.95,2.7,6.64
the gun moose., Nonsense, Nonsense, Makes Sense,2,2,2,-1,0.32,0.67,28,0,0,0,0.16,8,0,0,1138,14,1152,3.06,1.15,4.2
the winter ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.82,0.48,28,0.01,0,0,0.29,9,14382,4.16,1423,934,2357,3.15,2.97,6.12
the farmer star., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.64,1.19,28,0,0,0,0.02,10,0,0,562,952,1514,2.75,2.98,5.73
the army hospital., Makes Sense, Makes Sense, Makes Sense,4,4,3,1,3.71,0.71,28,0,0,0,0.06,12,6734,3.83,1933,1884,3817,3.29,3.28,6.56
the summer beard., Nonsense, Nonsense, Nonsense,2,2,2,1,1.72,1.46,29,0,0,0,0.15,11,64,1.81,2165,397,2562,3.34,2.6,5.93
the field home., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.68,1.39,28,0.01,0,0,0.08,9,2451,3.39,2327,8831,11158,3.37,3.95,7.31
the radio guy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.38,0.98,29,0,0,0,0.07,8,8677,3.94,1503,465,1968,3.18,2.67,5.84
the knife bread., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.61,0.79,28,0.01,0,0,0.27,10,162,2.21,663,1327,1990,2.82,3.12,5.94
the milk whale., Nonsense, Nonsense, Nonsense,2,1,2,-1,0.43,0.79,28,0,0,0,0.11,9,0,0,1868,104,1972,3.27,2.02,5.29
the jacket book., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.14,1.09,29,0.01,0,0,0.19,10,474,2.68,617,4932,5549,2.79,3.69,6.48
the cop midnight., Nonsense, Nonsense, Nonsense,2,2,3,-1,0.45,0.74,29,0,0,0,0.19,11,0,0,155,429,584,2.19,2.63,4.82
the tower water., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,1.29,1.27,28,0.01,0.039,0.02,0.16,10,7191,3.86,832,7749,8581,2.92,3.89,6.81
the boy nurse., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.96,1.1,28,0,0,0,0.05,8,197,2.3,3876,592,4468,3.59,2.77,6.36
the book log., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.52,1.4,29,0,0,0,0.11,7,7033,3.85,4932,134,5066,3.69,2.13,5.82
the zipper teeth., Makes Sense, Nonsense, Nonsense,2,2,2,1,1.93,1.63,28,,0,0,0.04,11,1502,3.18,24,1396,1420,1.38,3.14,4.53
the road shoe., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.38,0.86,29,0,0,0,0.17,8,5402,3.73,3791,253,4044,3.58,2.4,5.98
the square leg., Makes Sense, Makes Sense, Nonsense,2,2,2,1,1.41,1.7,29,0,0,0,0.14,9,13761,4.14,1652,1137,2789,3.22,3.06,6.27
the cap ski., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.5,0.79,28,0,0,0,0.13,6,725,2.86,489,110,599,2.69,2.04,4.73
the bird zoo., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.86,1.25,29,0,0,0,0.24,7,392,2.59,752,156,908,2.88,2.19,5.07
the face clown., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1,0.94,28,0,0,0,0.28,9,1141,3.06,8000,58,8058,3.9,1.76,5.67
the salad tomato., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.38,1.12,29,0,0.039,0.02,0.66,11,660,2.82,281,123,404,2.45,2.09,4.54
the tree frog., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,3.83,0.76,29,0,0,0,0.14,8,50053,4.7,1293,74,1367,3.11,1.87,4.98
the bird cage., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,4,0,28,0.02,0.015,0.02,0.35,8,61693,4.79,752,225,977,2.88,2.35,5.23
the field kitchen., Makes Sense, Makes Sense, Makes Sense,2,3,2,1,0.79,1.18,29,0,0,0,0.06,12,5487,3.74,2327,1890,4217,3.37,3.28,6.64
the ski tights., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,2.74,1.46,27,0,0,0,0.18,9,43,1.64,110,63,173,2.04,1.8,3.84
the sister newspaper., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,1.48,1.53,29,0,0,0,0.13,15,2275,3.36,1464,1116,2580,3.17,3.05,6.21
the menu picture., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.75,1.51,28,0,,0,0.06,11,1293,3.11,130,1905,2035,2.11,3.28,5.39
the goose mother., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,2.59,1.15,29,0.05,0.03,0.04,0.37,11,227,2.36,107,7356,7463,2.03,3.87,5.9
the dog chair., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.83,1.63,29,0,0,0,0.09,8,273,2.44,1285,1876,3161,3.11,3.27,6.38
the cycle moon., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.76,0.87,29,,0,0,0.03,9,60,1.79,471,951,1422,2.67,2.98,5.65
the seat window., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.78,1.34,27,0,0,0,0.32,10,1358,3.13,1396,2372,3768,3.14,3.38,6.52
the tower bell., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,2.36,1.57,28,0.01,0.024,0.02,0.24,9,2587,3.41,832,507,1339,2.92,2.71,5.63
the bird cat., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.71,0.98,28,0,0.03,0.02,0.26,7,1608,3.21,752,739,1491,2.88,2.87,5.74
the bottle soap., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.14,1.43,28,,0,0,0.25,10,89,1.95,1479,367,1846,3.17,2.56,5.73
the cop guy., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.68,1.39,28,0,0,0,0.48,6,501,2.7,155,465,620,2.19,2.67,4.86
the frog toad., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.79,0.96,28,0.14,0.263,0.2,0.87,8,886,2.95,74,56,130,1.87,1.75,3.62
the library photograph., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.43,1.5,28,0,0,0,0.08,17,277,2.44,942,535,1477,2.97,2.73,5.7
the dish oven., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.07,1.25,28,0,0,0,0.59,8,59,1.78,390,321,711,2.59,2.51,5.1
the peach pie., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.86,0.45,28,0,0.041,0.02,0.3,8,8436,3.93,47,225,272,1.67,2.35,4.02
the bowl toilet., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.79,0.86,29,0,0,0,0.14,10,452,2.66,525,415,940,2.72,2.62,5.34
the ski water., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,1.36,1.28,28,0,0.155,0.08,0.03,8,2100,3.32,110,7749,7859,2.04,3.89,5.93
the home cattle., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,1.03,1.27,29,0,0,0,0.09,10,160,2.21,8831,568,9399,3.95,2.75,6.7
the church mouse., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.15,1.17,27,0,0,0,-0.01,11,5684,3.75,2844,146,2990,3.45,2.16,5.62
the door house., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.24,1.27,29,0.03,0.011,0.02,0.37,9,3715,3.57,5891,8601,14492,3.77,3.93,7.7
the meat cat., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.54,1.04,28,0,0,0,0.02,7,216,2.34,1280,739,2019,3.11,2.87,5.98
the television holiday., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.96,1.14,28,0,0,0,0.08,17,826,2.92,2033,1036,3069,3.31,3.02,6.32
the field railroad., Nonsense, Makes Sense, Makes Sense,3,3,3,-1,0.79,1.26,28,0,0,0,0.07,13,0,0,2327,117,2444,3.37,2.07,5.43
the circus flea., Makes Sense, Nonsense, Nonsense,2,2,2,-1,1.57,1.43,28,0,0,0,0.36,10,121,2.09,257,30,287,2.41,1.48,3.89
the beach ball., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.05,0.024,0.04,0.03,9,56756,4.75,1060,1664,2724,3.03,3.22,6.25
the soap flea., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.07,0.38,28,0,0,0,0.07,8,0,0,367,30,397,2.56,1.48,4.04
the summer home., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.9,0.31,29,0,0,0,0.28,10,76764,4.89,2165,8831,10996,3.34,3.95,7.28
the baby trumpet., Makes Sense, Nonsense, Nonsense,2,2,3,1,2,1.22,28,0,0,0,0.09,11,0,0,3281,89,3370,3.52,1.95,5.47
the rabbit baby., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.07,1.03,29,0,0,0,0.08,10,1302,3.11,189,3281,3470,2.28,3.52,5.79
the sunlight winter., Nonsense, Nonsense, Makes Sense,3,3,3,-1,0.86,1.08,28,,,,0.21,14,0,0,392,1423,1815,2.59,3.15,5.75
the police bomb., Makes Sense, Nonsense, Makes Sense,2,2,2,1,2.59,1.5,29,0,0,0,0.12,10,2596,3.41,3770,536,4306,3.58,2.73,6.31
the star soap., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.82,1.63,28,0,0,0,0.04,8,339,2.53,952,367,1319,2.98,2.56,5.54
the water field., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,1.59,1.62,29,0,0,0,0.05,10,4053,3.61,7749,2327,10076,3.89,3.37,7.26
the fire gun., Nonsense, Nonsense, Makes Sense,2,2,2,-1,1.36,1.34,28,0.02,0,0.01,0.35,7,3164,3.5,2738,1138,3876,3.44,3.06,6.49
the alcohol screen., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.9,1.18,29,0,0,0,0.01,13,2205,3.34,324,518,842,2.51,2.71,5.22
the girl cow., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,2.79,1.42,28,0,0,0,0.22,7,288,2.46,4944,403,5347,3.69,2.61,6.3
the ball tennis., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.52,1.3,29,0.01,0,0,0.55,10,1500,3.18,1664,398,2062,3.22,2.6,5.82
the door crate., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.03,1.24,29,0,0,0,0.3,9,161,2.21,5891,48,5939,3.77,1.68,5.45
the puppy book., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.07,1.33,27,0,0,0,0.05,9,670,2.83,87,4932,5019,1.94,3.69,5.63
the engine car., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.29,1.3,28,0.2,0.359,0.28,0.24,9,12057,4.08,788,4944,5732,2.9,3.69,6.59
the milk bottle., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,3.82,0.77,28,0.05,0,0.02,0.33,10,29660,4.47,1868,1479,3347,3.27,3.17,6.44
the boy pig., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.57,1.45,28,0,0,0,0.2,6,308,2.49,3876,320,4196,3.59,2.51,6.09
the book shelf., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.96,0.19,28,0.03,0,0.02,0.25,9,57811,4.76,4932,246,5178,3.69,2.39,6.08
the water pipe., Makes Sense, Makes Sense, Makes Sense,3,3,2,1,3.72,0.88,29,0,0,0,0.28,9,101923,5.01,7749,402,8151,3.89,2.6,6.49
the oven shelf., Nonsense, Makes Sense, Nonsense,2,2,2,1,3.17,1.23,29,0,0,0,0.17,9,2559,3.41,321,246,567,2.51,2.39,4.9
the home school., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.43,1.17,28,0.01,0,0,0.42,10,268223,5.43,8831,6984,15815,3.95,3.84,7.79
the flower leaf., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.64,1.39,28,0.01,0,0,0.33,10,790,2.9,496,279,775,2.7,2.45,5.14
the neck jaw., Nonsense, Nonsense, Nonsense,1,1,2,1,0.46,0.84,28,0,0,0,0.4,7,93,1.97,1327,222,1549,3.12,2.35,5.47
the house coffee., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,2.28,1.49,29,0,0,0,0.12,11,6791,3.83,8601,1644,10245,3.93,3.22,7.15
the lettuce leaf., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.57,0.88,28,0.34,0.014,0.18,0.4,11,15592,4.19,115,279,394,2.06,2.45,4.51
the donkey meat., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.59,1.5,27,0,0,0,0.05,10,1585,3.2,162,1280,1442,2.21,3.11,5.32
the honey pie., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.71,1.38,28,0.05,0,0.02,0.25,8,3185,3.5,371,225,596,2.57,2.35,4.92
the water baby., Makes Sense, Nonsense, Makes Sense,2,2,3,-1,1.55,1.4,29,0.01,0,0,0.06,9,5887,3.77,7749,3281,11030,3.89,3.52,7.41
the bread building., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.64,1.42,28,0,0,0,0.04,13,0,0,1327,2854,4181,3.12,3.46,6.58
the mouth alligator., Nonsense, Nonsense, Nonsense,1,1,2,-1,0.93,0.96,29,0,0,0,0.28,14,0,0,2411,24,2435,3.38,1.38,4.76
the child seat., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.66,0.86,29,0,0,0,0.1,9,63860,4.81,7645,1396,9041,3.88,3.14,7.03
the car boot., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.45,1.59,29,0,0,0,0.18,7,62029,4.79,4944,159,5103,3.69,2.2,5.9
the lizard corpse., Nonsense, Nonsense, Nonsense,0,0,1,1,3.29,1.24,28,0,0,0,0.03,12,231,2.37,32,186,218,1.51,2.27,3.77
the scissors nail., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.55,0.95,29,0.01,0,0,0.27,12,212,2.33,79,216,295,1.9,2.33,4.23
the chocolate house., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.18,1.44,28,0,0,0,0.08,14,1068,3.03,232,8601,8833,2.37,3.93,6.3
the house prison., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,1.78,1.25,27,0,0,0,0.1,11,397,2.6,8601,1239,9840,3.93,3.09,7.03
the winter ball., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.54,1,28,0,0,0,0.01,10,10739,4.03,1423,1664,3087,3.15,3.22,6.37
the blood money., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.28,1.6,29,0,0,0,0.01,10,32651,4.51,2536,7226,9762,3.4,3.86,7.26
the plant tomato., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,1.34,1.08,29,0,0,0,0.39,11,597,2.78,1302,123,1425,3.11,2.09,5.2
the penguin meat., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.07,1.18,28,0,0,0,0.16,11,460,2.66,69,1280,1349,1.84,3.11,4.95
the mirror book., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.04,1.32,28,0,0,0,0.03,10,285,2.46,735,4932,5667,2.87,3.69,6.56
the police clock., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,2.04,1.55,28,0,0,0,0.1,11,57,1.76,3770,637,4407,3.58,2.8,6.38
the piano bench., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.75,0.84,28,0,0.018,0.01,0.08,10,15379,4.19,466,345,811,2.67,2.54,5.21
the window seat., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.83,0.76,29,0,0,0,0.32,10,70305,4.85,2372,1396,3768,3.38,3.14,6.52
the blood mother., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.55,1.59,29,0,0,0,0.05,11,696,2.84,2536,7356,9892,3.4,3.87,7.27
the phone car., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.96,1.4,28,0,0,0,0.16,8,80957,4.91,1414,4944,6358,3.15,3.69,6.84
the blood baby., Nonsense, Nonsense, Makes Sense,2,2,2,-1,1.14,1.41,29,0,0,0,0.04,9,3697,3.57,2536,3281,5817,3.4,3.52,6.92
the door library., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.07,1.27,28,0,0,0,0.07,11,352,2.55,5891,942,6833,3.77,2.97,6.74
the pond log., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,2,1.56,29,0,0,0,0.35,7,44,1.65,257,134,391,2.41,2.13,4.54
the bike seat., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.79,0.77,29,0,0,0,0.26,8,21791,4.34,153,1396,1549,2.18,3.14,5.33
the bird sea., Nonsense, Makes Sense, Makes Sense,2,2,2,-1,0.89,0.99,28,0,0,0,0.1,7,208,2.32,752,2872,3624,2.88,3.46,6.33
the grape juice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,4,0,29,0.05,0.089,0.07,0.17,10,132854,5.12,37,365,402,1.57,2.56,4.13
the baby goat., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.75,0.8,28,0,0,0,0.04,8,5742,3.76,3281,209,3490,3.52,2.32,5.84
the diamond ear., Makes Sense, Nonsense, Makes Sense,2,2,2,1,1.1,1.21,29,0,0,0,0.02,10,3342,3.52,140,751,891,2.15,2.88,5.02
the skin shark., Nonsense, Nonsense, Nonsense,2,2,1,-1,0.93,0.9,28,0,0,0,0.1,9,0,0,1617,246,1863,3.21,2.39,5.6
the tower sky., Makes Sense, Makes Sense, Makes Sense,2,3,3,-1,0.86,1.22,29,0,0.016,0.01,0.27,8,850,2.93,832,1380,2212,2.92,3.14,6.06
the parrot cage., Makes Sense, Makes Sense, Makes Sense,2,3,3,1,3.64,1.1,28,0.1,0,0.05,0.32,10,7120,3.85,45,225,270,1.65,2.35,4.01
the fountain water., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,3.25,1.11,28,0.37,0.586,0.48,0.31,13,13153,4.12,165,7749,7914,2.22,3.89,6.11
the truck police., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,0.89,0.96,28,0,0,0,0.25,11,244,2.39,444,3770,4214,2.65,3.58,6.22
the school building., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.96,0.19,27,0,0,0,0.16,14,308111,5.49,6984,2854,9838,3.84,3.46,7.3
the tomato apple., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,0.75,1.21,28,0.01,0,0,0.31,11,44,1.65,123,315,438,2.09,2.5,4.59
the truck army., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,1,1,29,0.03,0,0.02,0.05,9,251,2.4,444,1933,2377,2.65,3.29,5.93
the house pipe., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.46,1.48,28,0,0,0,0.15,9,400,2.6,8601,402,9003,3.93,2.6,6.54
the sailor police., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,1.32,1.22,28,0,0,0,0.06,12,0,0,101,3770,3871,2,3.58,5.58
the cab car., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.97,1.3,29,,0.087,0.09,0.34,6,3396,3.53,178,4944,5122,2.25,3.69,5.94
the home car., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,1.54,1.43,28,0,0,0,0.14,7,10630,4.03,8831,4944,13775,3.95,3.69,7.64
the house rainbow., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.11,0.42,28,0,0,0,0.09,12,1867,3.27,8601,101,8702,3.93,2,5.94
the sugar pill., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.55,1.02,29,0,0,0,0.04,9,18637,4.27,976,233,1209,2.99,2.37,5.36
the gun bag., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.79,1.5,28,0,0,0,0.29,6,1003,3,1138,1122,2260,3.06,3.05,6.11
the stage cycle., Makes Sense, Makes Sense, Nonsense,2,2,3,-1,1.93,1.39,28,0,0,0,0.4,10,1808,3.26,2528,471,2999,3.4,2.67,6.08
